order_id,customer_id,order_date,order_status
873,121,2024-04-28,Delivered
874,4,2024-07-16,Returned
875,63,2023-12-07,Delivered
876,193,2024-07-30,Delivered
877,152,2024-02-12,Delivered
878,157,2023-11-29,Delivered
879,154,2023-12-14,Delivered
880,31,2024-11-01,Delivered
881,22,2023-04-26,Delivered
882,125,2023-05-24,Delivered
883,84,2023-09-27,Delivered
884,181,2023-11-25,Cancelled
885,119,2023-07-07,Delivered
886,109,2023-04-24,Delivered
887,48,2023-04-14,Returned
888,186,2023-04-29,Cancelled
889,225,2024-02-08,Delivered
890,73,2023-12-25,Delivered
891,161,2023-09-19,Delivered
892,160,2023-12-05,Delivered
893,134,2023-07-13,Delivered
894,8,2024-09-25,Delivered
895,192,2024-08-28,Cancelled
896,250,2023-11-06,Delivered
897,152,2023-11-12,Cancelled
898,17,2024-10-09,Cancelled
899,152,2023-01-04,Delivered
900,18,2023-09-27,Delivered
901,68,2024-08-25,Delivered
902,168,2023-05-11,Delivered
903,223,2023-10-27,Delivered
904,197,2023-10-18,Delivered
905,152,2023-03-06,Returned
906,6,2023-12-19,Delivered
907,60,2023-12-13,Cancelled
908,9,2023-03-08,Delivered
909,215,2024-08-22,Delivered
910,81,2023-05-28,Delivered
911,64,2024-10-19,Delivered
912,135,2023-10-08,Delivered
913,235,2023-07-26,Delivered
914,193,2024-04-16,Delivered
915,26,2024-01-08,Delivered
916,149,2024-04-30,Delivered
917,6,2023-12-10,Delivered
918,99,2023-12-04,Delivered
919,247,2023-03-04,Delivered
920,25,2023-01-21,Delivered
921,114,2023-11-28,Returned
922,12,2024-05-25,Returned
923,194,2023-01-13,Delivered
924,166,2023-04-27,Delivered
925,56,2024-05-24,Delivered
926,227,2023-04-11,Delivered
927,116,2023-05-17,Cancelled
928,32,2024-04-24,Delivered
929,78,2023-11-23,Delivered
930,208,2024-08-12,Delivered
931,224,2023-02-27,Delivered
932,37,2024-08-05,Delivered
933,168,2023-04-01,Delivered
934,24,2023-07-20,Delivered
935,8,2023-01-06,Delivered
936,185,2023-06-08,Delivered
937,188,2023-10-02,Delivered
938,144,2023-04-29,Delivered
939,155,2023-12-04,Delivered
940,101,2023-02-07,Cancelled
941,220,2024-02-07,Delivered
942,31,2023-08-07,Delivered
943,69,2024-09-09,Delivered
944,201,2024-01-24,Delivered
945,229,2024-03-02,Delivered
946,180,2024-05-13,Delivered
947,93,2024-10-02,Delivered
948,145,2023-10-09,Delivered
949,63,2023-05-11,Delivered
950,11,2024-05-25,Delivered
951,248,2023-05-12,Delivered
952,82,2024-05-11,Delivered
953,94,2023-02-17,Delivered
954,9,2024-07-16,Delivered
955,239,2023-08-08,Delivered
956,70,2024-08-11,Delivered
957,39,2024-09-24,Cancelled
958,115,2023-12-18,Delivered
959,120,2024-03-31,Delivered
960,152,2023-10-05,Delivered
961,5,2024-01-04,Delivered
962,189,2023-08-09,Delivered
963,88,2024-08-14,Delivered
964,243,2023-03-19,Delivered
965,187,2023-10-06,Returned
966,10,2024-04-27,Delivered
967,43,2023-06-06,Cancelled
968,142,2024-10-25,Delivered
969,185,2023-12-15,Returned
970,111,2024-10-05,Delivered
971,219,2023-03-04,Delivered
972,97,2023-09-01,Delivered
973,95,2023-10-25,Delivered
974,39,2024-11-18,Delivered
975,245,2023-12-11,Delivered
976,169,2024-04-14,Delivered
977,54,2023-02-23,Delivered
978,110,2024-10-24,Delivered
979,105,2024-04-16,Delivered
980,87,2023-01-07,Delivered
981,38,2024-02-22,Delivered
982,23,2024-03-26,Delivered
983,62,2024-10-27,Delivered
984,148,2024-11-10,Delivered
985,101,2024-01-01,Delivered
986,102,2023-11-15,Delivered
987,49,2024-05-01,Returned
988,134,2023-12-05,Delivered
989,190,2023-08-09,Delivered
990,35,2024-05-23,Delivered
991,215,2024-01-07,Delivered
992,198,2023-08-01,Delivered
993,65,2024-08-24,Delivered
994,223,2023-02-07,Cancelled
995,41,2023-08-05,Delivered
996,39,2024-09-14,Delivered
997,174,2023-03-19,Delivered
998,124,2024-07-03,Delivered
999,125,2023-03-20,Cancelled
1000,227,2023-09-27,Delivered
1001,160,2023-05-02,Delivered
1002,69,2024-05-15,Delivered
1003,87,2024-10-22,Delivered
1004,198,2024-11-21,Delivered
1005,198,2024-06-27,Delivered
1006,49,2024-09-11,Delivered
1007,132,2024-09-24,Delivered
1008,184,2023-07-04,Delivered
1009,97,2024-09-30,Delivered
1010,27,2023-02-23,Delivered
1011,26,2024-11-08,Delivered
1012,150,2023-01-12,Delivered
1013,117,2024-05-12,Delivered
1014,236,2023-05-25,Delivered
1015,106,2023-06-15,Delivered
1016,227,2023-09-26,Delivered
1017,26,2023-08-28,Delivered
1018,232,2023-08-12,Delivered
1019,179,2024-09-21,Delivered
1020,148,2024-11-21,Delivered
1021,82,2024-08-07,Delivered
1022,66,2024-10-18,Delivered
1023,237,2023-02-02,Delivered
1024,229,2023-10-15,Delivered
1025,83,2024-05-29,Delivered
1026,164,2023-05-28,Delivered
1027,163,2024-07-24,Delivered
1028,106,2024-11-20,Delivered
1029,85,2024-06-20,Delivered
1030,186,2024-01-26,Cancelled
1031,187,2024-08-29,Delivered
1032,197,2023-01-12,Cancelled
1033,234,2023-03-20,Delivered
1034,62,2023-11-13,Delivered
1035,64,2024-02-02,Delivered
1036,104,2023-08-28,Delivered
1037,190,2024-04-11,Delivered
1038,140,2023-02-19,Delivered
1039,80,2023-05-01,Delivered
1040,165,2023-12-27,Delivered
1041,80,2024-06-07,Delivered
1042,100,2024-06-24,Delivered
1043,130,2024-07-18,Delivered
1044,36,2023-02-01,Cancelled
1045,170,2023-10-02,Delivered
1046,123,2023-03-31,Delivered
1047,27,2023-01-27,Delivered
1048,178,2023-06-01,Cancelled
1049,70,2024-08-05,Delivered
1050,120,2023-11-30,Delivered
1051,67,2023-06-09,Delivered
1052,8,2024-10-31,Delivered
1053,229,2023-10-19,Delivered
1054,144,2023-01-13,Delivered
1055,84,2024-05-15,Delivered
1056,76,2023-10-19,Cancelled
1057,136,2024-01-31,Delivered
1058,242,2023-03-22,Returned
1059,99,2023-10-04,Delivered
1060,209,2024-06-05,Delivered
1061,28,2024-06-18,Cancelled
1062,93,2023-09-11,Delivered
1063,186,2023-04-09,Delivered
1064,59,2023-01-08,Delivered
1065,78,2023-11-03,Delivered
1066,48,2023-03-28,Delivered
1067,121,2024-10-13,Delivered
1068,4,2024-01-14,Delivered
1069,86,2024-06-28,Delivered
1070,207,2023-01-09,Delivered
1071,175,2023-02-10,Delivered
1072,137,2024-05-14,Returned
1073,162,2023-01-15,Delivered
1074,32,2023-05-17,Delivered
1075,176,2023-12-14,Delivered
1076,220,2024-06-30,Delivered
1077,164,2024-08-12,Delivered
1078,129,2024-01-20,Delivered
1079,13,2023-06-30,Delivered
1080,122,2023-04-26,Delivered
1081,184,2024-03-02,Returned
1082,67,2023-04-01,Delivered
1083,226,2024-06-14,Returned
1084,96,2024-09-12,Delivered
1085,190,2023-01-28,Delivered
1086,245,2024-04-22,Delivered
1087,160,2024-09-23,Delivered
1088,126,2024-08-22,Delivered
1089,11,2023-01-23,Delivered
1090,72,2024-02-26,Delivered
1091,227,2024-07-21,Delivered
1092,237,2023-12-09,Returned
1093,79,2024-11-20,Delivered
1094,22,2024-07-31,Delivered
1095,51,2023-09-14,Delivered
1096,51,2023-05-25,Delivered
1097,84,2023-07-24,Delivered
1098,214,2023-06-20,Delivered
1099,232,2023-09-04,Delivered
1100,104,2024-10-28,Delivered
1101,99,2023-01-21,Delivered
1102,184,2024-11-01,Cancelled
1103,30,2023-09-22,Cancelled
1104,235,2024-06-08,Delivered
1105,22,2023-07-05,Delivered
1106,211,2023-03-07,Delivered
1107,120,2023-10-04,Delivered
1108,134,2024-08-29,Delivered
1109,47,2024-05-21,Delivered
1110,159,2024-05-27,Delivered
1111,206,2023-04-27,Delivered
1112,61,2023-06-27,Delivered
1113,22,2024-08-21,Delivered
1114,42,2023-09-25,Delivered
1115,218,2024-11-06,Delivered
1116,158,2024-06-15,Delivered
1117,101,2024-10-16,Delivered
1118,108,2024-04-25,Delivered
1119,168,2024-02-01,Delivered
1120,186,2024-05-05,Delivered
1121,126,2023-11-19,Delivered
1122,6,2024-06-30,Delivered
1123,235,2024-09-18,Delivered
1124,87,2023-01-03,Delivered
1125,159,2023-06-28,Delivered
1126,242,2023-05-28,Delivered
1127,32,2023-04-29,Delivered
1128,19,2024-05-26,Delivered
1129,195,2024-09-11,Delivered
1130,185,2023-12-31,Delivered
1131,246,2023-09-27,Delivered
1132,125,2023-04-17,Delivered
1133,170,2024-03-03,Delivered
1134,31,2023-10-01,Delivered
1135,180,2024-07-17,Delivered
1136,157,2023-08-04,Delivered
1137,45,2023-08-09,Delivered
1138,5,2023-11-27,Delivered
1139,136,2024-04-07,Delivered
1140,58,2024-01-03,Delivered
1141,138,2023-10-29,Delivered
1142,21,2023-06-23,Delivered
1143,38,2024-04-06,Delivered
1144,124,2024-08-23,Delivered
1145,45,2024-05-09,Delivered
1146,22,2024-05-17,Delivered
1147,172,2023-10-10,Delivered
1148,199,2024-01-14,Delivered
1149,180,2023-07-08,Delivered
1150,96,2024-05-16,Delivered
1151,135,2023-03-29,Delivered
1152,215,2024-02-01,Delivered
1153,129,2023-09-22,Delivered
1154,232,2023-12-16,Delivered
1155,83,2023-09-23,Delivered
1156,183,2024-03-15,Delivered
1157,138,2023-01-31,Delivered
1158,240,2024-11-14,Cancelled
1159,189,2023-06-28,Delivered
1160,188,2024-10-23,Delivered
1161,48,2023-10-04,Delivered
1162,108,2023-11-29,Returned
1163,81,2023-09-23,Delivered
1164,68,2023-11-10,Delivered
1165,64,2023-04-07,Delivered
1166,45,2023-01-08,Delivered
1167,180,2023-11-05,Delivered
1168,28,2023-05-25,Delivered
1169,55,2023-06-14,Delivered
1170,197,2023-10-31,Delivered
1171,201,2024-02-10,Delivered
1172,213,2024-10-30,Delivered
1173,181,2024-06-27,Cancelled
1174,53,2024-10-09,Delivered
1175,42,2024-06-11,Returned
1176,238,2023-08-13,Delivered
1177,77,2024-05-28,Delivered
1178,214,2023-03-26,Delivered
1179,129,2023-05-30,Delivered
1180,222,2024-06-01,Delivered
1181,142,2023-02-24,Delivered
1182,169,2023-08-05,Delivered
1183,225,2024-03-21,Delivered
1184,83,2023-06-14,Delivered
1185,11,2023-07-15,Delivered
1186,4,2024-07-10,Delivered
1187,175,2023-10-06,Delivered
1188,12,2024-07-12,Delivered
1189,65,2023-09-08,Delivered
1190,161,2023-08-31,Delivered
1191,201,2023-01-29,Delivered
1192,80,2023-04-12,Cancelled
1193,80,2023-11-14,Delivered
1194,55,2023-07-03,Delivered
1195,110,2024-01-18,Delivered
1196,100,2023-09-21,Delivered
1197,76,2024-06-24,Delivered
1198,179,2024-02-27,Cancelled
1199,24,2024-05-06,Delivered
1200,68,2023-02-09,Delivered
