order_item_id,order_id,product_id,quantity
1663,890,35,3
1664,883,2,2
1665,860,40,1
1666,787,14,5
1667,292,16,5
1668,522,21,2
1669,990,16,1
1670,443,19,4
1671,511,17,4
1672,913,30,4
1673,716,45,4
1674,898,17,2
1675,671,49,3
1676,599,15,3
1677,7,36,3
1678,712,19,5
1679,177,4,5
1680,640,15,5
1681,733,41,4
1682,214,23,2
1683,733,5,4
1684,295,14,2
1685,264,29,3
1686,438,32,2
1687,575,8,1
1688,578,49,5
1689,392,15,1
1690,525,47,2
1691,207,44,1
1692,752,15,5
1693,398,18,2
1694,249,50,3
1695,567,39,4
1696,412,24,3
1697,485,29,5
1698,624,34,5
1699,170,46,5
1700,414,37,1
1701,926,29,4
1702,802,3,5
1703,369,23,3
1704,196,25,5
1705,249,46,1
1706,26,14,1
1707,630,50,1
1708,845,25,5
1709,700,14,2
1710,456,30,1
1711,891,6,1
1712,119,22,1
1713,46,35,3
1714,842,19,4
1715,898,41,1
1716,598,10,3
1717,748,49,4
1718,174,30,1
1719,959,21,4
1720,652,48,5
1721,747,3,4
1722,771,34,5
1723,300,15,2
1724,581,20,2
1725,712,30,5
1726,630,4,1
1727,855,17,5
1728,247,1,4
1729,458,21,1
1730,761,46,4
1731,37,18,5
1732,506,11,3
1733,577,41,5
1734,810,41,5
1735,542,48,2
1736,367,11,4
1737,150,27,3
1738,783,7,2
1739,446,27,3
1740,110,41,3
1741,150,25,1
1742,624,42,3
1743,834,2,2
1744,400,29,4
1745,893,49,3
1746,241,30,1
1747,40,36,3
1748,304,27,1
1749,752,18,2
1750,731,10,1
1751,924,42,3
1752,384,32,3
1753,191,16,3
1754,916,17,2
1755,824,42,3
1756,878,5,3
1757,559,34,2
1758,844,7,5
1759,535,19,3
1760,926,22,4
1761,349,36,4
1762,902,43,1
1763,416,34,4
1764,7,2,5
1765,649,30,5
1766,307,41,5
1767,496,34,5
1768,415,11,4
1769,79,40,5
1770,989,14,2
1771,580,20,1
1772,313,41,4
1773,4,17,4
1774,940,19,4
1775,895,37,3
1776,668,43,5
1777,839,13,3
1778,750,29,2
1779,148,19,5
1780,224,20,1
1781,803,14,2
1782,754,18,1
1783,675,3,5
1784,900,32,4
1785,812,41,3
1786,831,47,2
1787,352,3,2
1788,992,29,5
1789,843,20,4
1790,978,20,3
1791,618,7,3
1792,244,40,3
1793,982,12,4
1794,372,8,4
1795,30,21,4
1796,861,48,5
1797,544,2,3
1798,939,20,3
1799,353,17,3
1800,103,38,1
1801,197,40,4
1802,6,44,4
1803,39,2,4
1804,169,13,4
1805,305,48,2
1806,517,48,3
1807,404,14,1
1808,237,23,4
1809,936,30,2
1810,562,33,2
1811,860,31,1
1812,489,35,5
1813,392,3,3
1814,186,45,1
1815,257,45,1
1816,200,13,2
1817,531,39,1
1818,42,31,3
1819,89,25,3
1820,463,11,5
1821,487,33,3
1822,644,31,4
1823,471,29,3
1824,543,42,4
1825,691,48,4
1826,586,6,2
1827,616,33,2
1828,959,29,5
1829,812,35,5
1830,891,33,4
1831,606,4,1
1832,769,8,1
1833,23,46,1
1834,758,36,4
1835,541,14,4
1836,704,28,5
1837,251,48,5
1838,790,50,2
1839,83,30,2
1840,843,32,1
1841,150,8,1
1842,190,15,5
1843,697,12,4
1844,749,28,5
1845,845,14,4
1846,62,29,1
1847,386,4,4
1848,334,21,1
1849,658,4,3
1850,898,34,5
1851,621,21,5
1852,115,20,3
1853,116,12,1
1854,525,28,2
1855,637,34,3
1856,166,33,5
1857,660,8,1
1858,416,30,1
1859,616,47,4
1860,335,47,2
1861,658,18,2
1862,185,20,2
1863,215,36,1
1864,166,35,4
1865,169,10,5
1866,758,26,5
1867,547,43,5
1868,805,31,3
1869,636,29,1
1870,402,7,5
1871,836,9,3
1872,91,17,4
1873,650,29,1
1874,939,17,2
1875,533,3,1
1876,692,32,2
1877,33,39,4
1878,726,7,5
1879,832,8,5
1880,755,31,5
1881,561,29,3
1882,832,20,1
1883,695,43,2
1884,340,28,4
1885,404,8,1
1886,298,46,3
1887,17,36,3
1888,979,18,2
1889,980,31,5
1890,88,42,4
1891,389,25,2
1892,60,30,4
1893,828,9,5
1894,108,14,4
1895,360,19,3
1896,124,48,3
1897,399,26,3
1898,756,5,4
1899,817,49,1
1900,621,45,4
1901,477,29,4
1902,931,7,2
1903,738,45,5
1904,527,9,1
1905,907,43,1
1906,683,3,1
1907,139,29,1
1908,670,28,2
1909,750,45,4
1910,467,16,3
1911,295,40,5
1912,366,34,5
1913,616,8,5
1914,767,8,1
1915,875,41,3
1916,780,3,5
1917,983,29,4
1918,566,34,4
1919,3,27,2
1920,487,36,1
1921,805,28,1
1922,126,3,1
1923,557,45,1
1924,848,21,2
1925,236,12,5
1926,67,32,3
1927,351,34,1
1928,685,47,3
1929,557,20,2
1930,205,3,2
1931,554,42,2
1932,25,23,3
1933,4,22,4
1934,670,24,5
1935,655,40,1
1936,176,24,5
1937,673,11,3
1938,549,20,1
1939,756,31,3
1940,884,31,1
1941,310,24,5
1942,620,10,2
1943,658,26,4
1944,613,22,3
1945,115,29,4
1946,271,45,1
1947,943,18,1
1948,57,42,5
1949,843,9,2
1950,892,22,5
1951,591,21,5
1952,904,20,3
1953,262,15,4
1954,859,50,3
1955,486,14,1
1956,99,45,2
1957,920,35,1
1958,298,31,3
1959,69,24,5
1960,100,2,2
1961,918,20,3
1962,107,11,2
1963,719,26,4
1964,595,11,2
1965,601,3,2
1966,140,49,5
1967,560,1,3
1968,195,47,3
1969,831,44,5
1970,812,12,1
1971,507,40,4
1972,736,34,1
1973,402,34,1
1974,519,8,4
1975,896,40,2
1976,670,11,5
1977,727,10,5
1978,460,42,3
1979,576,35,3
1980,978,35,4
1981,659,35,3
1982,610,15,1
1983,491,33,4
1984,94,3,2
1985,66,12,4
1986,882,37,3
1987,84,35,3
1988,742,11,1
1989,163,46,1
1990,308,2,4
1991,584,17,3
1992,699,13,2
1993,116,43,1
1994,821,13,2
1995,817,2,3
1996,639,32,1
1997,799,19,5
1998,884,6,3
1999,376,6,1
2000,423,17,5
