payment_id,order_id,payment_method,payment_date
914,914,Card,2023-12-15
915,915,Cash,2024-03-17
916,916,NetBanking,2023-06-10
917,917,UPI,2023-06-11
918,918,UPI,2023-12-04
919,919,UPI,2024-04-15
920,920,UPI,2024-07-27
921,921,Card,2023-01-16
922,922,Card,2023-07-04
923,923,Card,2023-09-03
924,924,UPI,2023-01-02
925,925,Card,2023-10-23
926,926,NetBanking,2023-04-19
927,927,Card,2024-02-13
928,928,Cash,2024-01-15
929,929,Card,2024-03-26
930,930,Card,2024-05-08
931,931,UPI,2023-03-14
932,932,Card,2023-02-13
933,933,Card,2024-07-28
934,934,UPI,2023-07-31
935,935,Cash,2023-09-20
936,936,Cash,2024-05-07
937,937,UPI,2023-06-18
938,938,Cash,2023-02-02
939,939,NetBanking,2024-07-02
940,940,Cash,2023-08-26
941,941,Card,2023-12-19
942,942,Card,2023-09-21
943,943,UPI,2023-11-23
944,944,UPI,2024-08-14
945,945,Card,2023-02-25
946,946,Cash,2024-04-01
947,947,UPI,2024-06-27
948,948,UPI,2023-03-04
949,949,NetBanking,2024-06-20
950,950,UPI,2023-07-27
951,951,Cash,2024-05-28
952,952,Cash,2024-02-02
953,953,Cash,2023-06-29
954,954,NetBanking,2023-01-14
955,955,Card,2024-05-19
956,956,NetBanking,2024-03-20
957,957,Card,2023-02-21
958,958,Cash,2023-11-18
959,959,UPI,2023-06-23
960,960,UPI,2023-06-03
961,961,Cash,2023-03-26
962,962,Card,2024-01-25
963,963,Card,2024-07-02
964,964,Cash,2023-09-04
965,965,Cash,2023-11-01
966,966,NetBanking,2023-06-22
967,967,UPI,2024-02-23
968,968,Card,2024-06-23
969,969,Card,2024-01-01
970,970,UPI,2023-11-03
971,971,NetBanking,2023-12-02
972,972,Card,2023-08-21
973,973,Cash,2024-04-07
974,974,UPI,2024-02-11
975,975,Cash,2024-07-06
976,976,NetBanking,2024-04-05
977,977,NetBanking,2024-08-08
978,978,Card,2024-04-26
979,979,Card,2023-02-07
980,980,NetBanking,2024-06-23
981,981,Card,2023-08-22
982,982,Cash,2023-02-24
983,983,UPI,2023-08-16
984,984,Cash,2023-10-19
985,985,NetBanking,2023-11-07
986,986,Card,2023-11-07
987,987,Cash,2024-04-20
988,988,NetBanking,2023-01-10
989,989,NetBanking,2023-11-05
990,990,UPI,2024-05-05
991,991,NetBanking,2024-06-28
992,992,Cash,2023-11-19
993,993,Cash,2023-01-09
994,994,Card,2023-10-26
995,995,NetBanking,2024-03-12
996,996,UPI,2023-11-20
997,997,NetBanking,2024-07-07
998,998,NetBanking,2024-04-05
999,999,NetBanking,2024-01-28
1000,1000,Card,2024-04-08
